Date,Close,Volume,OC_Change,Daily_Return,RSI_14,MACD_Histogram,ROC_5,ROC_21,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200,BB_Width,TR,Volume_MA_10,Volume_Change_Ratio,CMF_20,OBV,OBV_Slope_10,Return_Lag_1,Return_Lag_2,Return_Lag_3,Return_Lag_5,Kyle_Lambda_Proxy,Kyle_Lambda_20,Target,ATR_Pct
2017-05-31,457.9946899414063,1366115,5.304213154457955,1.0855694194458645,49.44262241012603,-1.574479899124853,1.2148285591000896,-2.102648522782657,-0.9825608224937674,-0.0237863337313596,17.459740261108404,8.60066532129046,12.006821549399548,1443323.9,0.9465061861720714,0.0429417970520883,12810379.0,-506156.7,-0.1805992403953293,-0.5914081696871243,2.0586355222284918,-1.912818329789212,7.946398505586018e-07,1.1469583915111185e-06,0,3.063779771212182
2017-06-01,453.9441833496094,715073,-5.063112175015704,-0.8844003392954325,47.072670706551456,-1.418589068900917,1.465830074625751,-2.627239719864616,-1.6331782683329843,-0.929458263093015,16.347544783323148,8.372293257677676,10.753109402392738,1433709.3,0.4987573143314338,0.0241067324177623,12095306.0,-496542.1,1.0855694194458645,-0.1805992403953293,-0.5914081696871243,-1.1295879626438632,1.2367972770548356e-06,1.1194632368560143e-06,1,3.039524762155333
2017-06-02,454.9568176269531,596655,-0.916194023142964,0.2230746233758518,47.74700791889565,-1.180862028383617,-0.3590690071775038,-4.242355844777812,-1.2129790660528463,-0.7420921015166232,16.53269894095244,8.08892327397574,7.3294638914698,1391126.9,0.4289004834857266,0.0646840865722546,12691961.0,-334628.7,-0.8844003392954325,1.0855694194458645,-0.1805992403953293,2.0586355222284918,3.738753942828801e-07,1.127243637120306e-06,1,2.9312069194339303
2017-06-05,532.2054443359375,27100101,39.39581474972903,16.979331601603832,74.46957023553786,3.9635906782604233,17.25273734485835,12.34731127205846,14.751798789370488,15.595132150450286,36.07060828922036,15.98550405655779,93.98104377463676,3928626.2,6.8981113550584165,0.2654398436493215,39792062.0,2202870.6,0.2230746233758518,-0.8844003392954325,1.0855694194458645,-0.5914081696871243,6.265412664552e-07,1.0520701885264648e-06,0,3.588107897633782
2017-06-06,508.3846435546875,9844354,-19.14336013555703,-4.475865670816759,63.65839530797903,5.454754690949375,12.207307871631112,8.791653159204849,8.936097039695092,10.074700402580966,29.77739436192547,17.776321423998933,29.36611343430104,4747897.4,2.0734133808367465,0.1684811605838246,29947708.0,1383599.4,16.979331601603832,0.2230746233758518,-0.8844003392954325,-0.1805992403953293,4.54663218207793e-07,9.794522984406057e-07,1,3.9005264657103953
2017-06-07,517.112548828125,4874204,7.908110996391485,1.7167916820639784,65.62739155399724,6.642688736027608,12.907979106544222,14.78112645982359,10.193745251298049,11.553322609130294,31.78761902667685,20.11315859324052,19.143438820233428,5087581.2,0.9580592050304768,0.1291924375361637,34821912.0,2018756.4,-4.475865670816759,16.979331601603832,0.2230746233758518,1.0855694194458645,3.522199075098167e-07,9.027997579857622e-07,0,3.8252137877467343
2017-06-08,510.2653198242188,1883423,-5.689998078866552,-1.3241274108360734,62.75477867884513,6.569181931803552,12.4070620442851,9.680771154025148,8.423249504777191,9.705786631920343,29.8438440487136,21.383065764842456,11.669305124253071,5178508.1,0.3636999235358925,0.0995969285733362,32938489.0,1927829.5,1.7167916820639784,-4.475865670816759,16.979331601603832,-0.8844003392954325,7.030430290147638e-07,8.383811769802225e-07,0,3.762998824724922
2017-06-09,506.74517822265625,1164090,-4.339810160863522,-0.6898649515854172,61.26997302367113,5.906236240452116,11.383137605417224,4.848839213720191,7.340383548148438,8.625536670639617,28.75724694306552,22.36833264179343,7.715218063757391,5135455.8,0.2266770556179259,0.107941525894924,31774399.0,1651959.2,-1.3241274108360734,1.7167916820639784,-4.475865670816759,0.2230746233758518,5.926216629173149e-07,8.236542264964833e-07,0,3.627236316427049
2017-06-12,497.4386901855469,4546833,-25.1709351257349,-1.8365222674146973,57.403028100831705,4.525861763927456,-6.532581453346653,4.202014222554085,5.024170788815196,6.363226987418023,26.2106639388516,22.76362348447788,27.581940854496224,5358719.8,0.8484923955158096,0.0350557974102213,27227566.0,1428695.2,-0.6898649515854172,-1.3241274108360734,1.7167916820639784,16.979331601603832,4.0391240835427605e-07,8.144334171651927e-07,1,3.827218637108185
2017-06-13,502.0196533203125,2382953,4.291602416353328,0.9209100991032448,58.78202289827173,3.644127670504876,-1.2520028515948467,7.629486178529654,5.644488581879157,7.063455188136154,27.18847715561716,23.29693034979418,12.92298616493838,5447380.1,0.4374493713041982,0.038239882305936,29610519.0,1816625.5,-1.8365222674146973,-0.6898649515854172,-1.3241274108360734,-4.475865670816759,3.864575168302711e-07,7.970283039683092e-07,1,3.705288169627048
2017-06-14,503.3215637207031,1167358,1.350186710805815,0.2593345483149711,59.186410355616985,2.903586477979754,-2.666921376917819,6.881011831355388,5.4886818613130055,7.080567958418599,27.333282576329143,23.67875702665961,9.74043929421589,5427504.4,0.2150819076259063,0.0514663630308432,30777877.0,1796749.8,0.9209100991032448,-1.8365222674146973,-0.6898649515854172,1.7167916820639784,2.2215511292591575e-07,7.300624985128466e-07,0,3.569955927840569
2017-06-15,499.2228698730469,855133,-2.266321840651358,-0.8143290776889245,57.28107583419727,1.9390908461420369,-2.164060445059424,7.451996973208153,4.145498943793033,5.955099909781254,26.12573881577672,23.486216185960775,7.522326103216528,5441510.4,0.1571499339595124,0.0524105942655557,29922744.0,1782743.8,0.2593345483149711,0.9209100991032448,-1.8365222674146973,-1.3241274108360734,9.522835368169916e-07,6.484559419000494e-07,0,3.4498044668970564
2017-06-16,498.0173950195313,667200,0.3857844833792683,-0.2414702783592792,56.70291063583411,1.0650042620788884,-1.722321904223456,9.48797654242266,3.4232459025619306,5.592696627733993,25.649358394531617,23.090272618163315,8.6796211140026,5448564.9,0.1224542631400059,0.0509871408817442,29255544.0,1656358.3,-0.8143290776889245,0.2593345483149711,0.9209100991032448,-0.6898649515854172,3.619158848310541e-07,6.613679786436733e-07,0,3.3356320292696138
2017-06-19,496.8601684570313,782349,-0.0482083514106079,-0.2323666952345315,56.11733534457191,0.2940571138170877,-0.1163001069136471,9.349479591195252,2.834859501191067,5.227700368580949,25.17449556934363,22.920914228644172,6.557925078158803,2816789.7,0.2777449093909993,0.0385789866511901,28473195.0,-1131886.7,-0.2414702783592792,-0.8143290776889245,0.2593345483149711,-1.8365222674146973,2.970115578016097e-07,6.131640635867449e-07,1,3.1988632936425105
2017-06-20,507.9507446289063,2299154,12.247921981862476,2.232132273012777,60.34407830211982,0.4091260309775943,1.181446038888323,9.410070796132096,4.625412672712899,7.395337977974871,27.7808051842059,22.833283219660093,18.13075294689611,2062269.7,1.1148658199264625,0.0606147940405107,30772349.0,82464.1,-0.2323666952345315,-0.2414702783592792,-0.8143290776889245,0.9209100991032448,9.708493963487338e-07,6.42526900571935e-07,0,3.1604746195086686
2017-06-21,504.4788513183594,1357751,-3.1825748801502414,-0.6835098377665161,58.44620968695637,0.1432252874148325,0.2299300648081148,9.355069709812302,3.3569733313052232,6.499066271141168,26.72310156342328,22.02949050602711,10.801259349477789,1710624.4,0.7937166101453949,0.0573692699260534,29414598.0,-540731.4,2.232132273012777,-0.2323666952345315,-0.2414702783592792,0.2593345483149711,5.034132457030163e-07,6.029601068106759e-07,0,3.1078573958435936
2017-06-22,501.3927917480469,1005512,-2.989623659155825,-0.6117321989311697,56.73804984519715,-0.3232243340004217,0.4346599496837688,10.805619742097129,2.159518735146086,5.704895005292795,25.7768067896057,20.570033542778155,11.910345155363586,1622833.3,0.6196027651145685,0.0574852120108518,28409086.0,-452940.3,-0.6835098377665161,2.232132273012777,-0.2323666952345315,-0.8143290776889245,6.08378814903422e-07,5.754011527546212e-07,0,3.0733051652888443
2017-06-23,495.0277099609375,1392507,-7.28122590350381,-1.269480114566124,53.27933081107684,-1.099444890693707,-0.600317396238037,10.648840415791238,0.4692640068546472,4.221019430932691,24.03785806903062,19.42488110322239,12.874777141146865,1645675.0,0.8461616054202683,0.0450501272964341,27016579.0,-475782.0,-0.6117321989311697,-0.6835098377665161,2.232132273012777,-0.2414702783592792,9.11650795698782e-07,5.564340017296744e-07,1,3.076250224042909
2017-06-27,497.6316528320313,1386743,5.689968438772098,0.5260196184369681,54.50127741818302,-1.454245046423118,0.1552719304096728,8.987225289451484,0.5514815817411749,4.633911441467933,24.53609031052292,17.880984038050002,13.212325035666597,1329666.0,1.0429258174609264,0.0837560244480447,28403322.0,117575.6,-1.269480114566124,-0.6117321989311697,-0.6835098377665161,-0.2323666952345315,3.793201901411928e-07,5.626221623346088e-07,0,3.031216639736845
2017-06-28,489.2413330078125,1545428,-8.776097287707273,-1.6860502696058988,49.96652032685428,-2.2246214906437167,-3.683312175231146,7.787107644099356,-1.503748720521654,2.761166189249381,22.3050669920209,16.01738428725475,15.430409197760468,1245913.5,1.2403975075316225,0.0638620703850154,26857894.0,-275262.5,0.5260196184369681,-1.269480114566124,-0.6117321989311697,2.232132273012777,1.090992443262254e-06,6.111371254809363e-07,1,3.0882542005753826
2017-06-29,491.4594421386719,1911111,-0.3857550527288822,0.4533772968899896,51.12430909992252,-2.533013180186586,-2.580764118389456,8.471688965447655,-1.389372460128386,3.066721003628495,22.75280823272967,14.249746497672952,10.897700826542518,1320288.8,1.4474946693481,0.0412391985853617,28769005.0,-200887.2,-1.6860502696058988,0.5260196184369681,-1.269480114566124,-0.6835098377665161,2.3723232030478065e-07,5.832667489682452e-07,1,3.013108818337907
2017-06-30,505.7808227539063,1156474,14.94823638137467,2.914051371749493,57.89843853056179,-1.7574996135732484,0.8751683466690974,10.433774421841768,0.9591564736637566,5.846643701079332,26.17920915868465,11.490172465413542,21.554368914615964,1350422.9,0.8563791387127693,0.0565766358939915,29925479.0,273.5,0.4533772968899896,-1.6860502696058988,0.5260196184369681,-0.6117321989311697,2.519772490993739e-06,6.474155096651904e-07,1,3.023063697466157
2017-07-03,513.44775390625,1304851,-3.520032706238112,1.5158603900002232,61.01369639443589,-0.7639346553622461,3.7210126978075575,13.108124905923368,1.8947252803596109,7.22217982602059,27.938696454445868,7.729648770796961,12.103157719430328,1414188.0,0.9226856683835528,0.0544198050609574,31230330.0,197478.6,2.914051371749493,0.4533772968899896,-1.6860502696058988,-1.269480114566124,1.161711482767169e-06,6.868073140894048e-07,1,2.933587551071186
2017-07-04,516.4857177734375,1624088,1.9770132402421725,0.5916792592965958,62.207005157917294,0.0205476574276666,3.788759182440948,13.524118721292734,2.6577413415799023,7.613207157067461,28.52334551764869,6.175643153364517,12.537231788062796,1498361.9,1.083909034259347,-0.1843676761697244,32854418.0,438122.3,1.5158603900002232,2.914051371749493,0.4533772968899896,0.5260196184369681,3.6431477807643173e-07,6.736959896704663e-07,0,2.881409283193471
2017-07-05,512.869140625,894627,-7.184809037177615,-0.7002279102757192,59.85811026051233,0.2081330658759466,4.829479036843809,-3.633240493258105,1.893491921423646,6.647729335802742,27.43912468263541,6.349081681093746,9.451130938107667,1357909.2,0.6588268199375923,-0.0911931307854123,31959791.0,118744.2,0.5916792592965958,1.5158603900002232,2.914051371749493,-1.6860502696058988,7.82703752821812e-07,6.900980164011673e-07,1,2.826089978104414
2017-07-06,514.9426879882812,1428440,1.8805965063061196,0.4043033980859922,60.77267384859734,0.3744175972279358,4.778267306742112,1.289976893821798,2.327507147765009,6.863318834310847,27.77157080629992,6.20396863501484,8.101003936801817,1364978.1,1.0464929803635676,-0.0614773402672234,33388231.0,397363.3,-0.7002279102757192,0.5916792592965958,1.5158603900002232,0.4533772968899896,2.830384181946685e-07,6.8663894193541e-07,0,2.726029691027728
2017-07-07,513.5442504882812,1724825,-1.3983951775750256,-0.2715714840933581,59.78341353498251,0.296206905350985,1.5349391248375532,-0.6900428829140215,2.016379055934534,6.348771288823675,27.23261680939648,6.351124210883754,9.547606793493742,1436909.4,1.200371436083583,-0.0676257389995546,31663406.0,325432.0,0.4043033980859922,-0.7002279102757192,0.5916792592965958,2.914051371749493,1.5744871746023977e-07,6.593592263576837e-07,1,2.6710034372929514
2017-07-10,517.6430053710938,509531,3.6165091199657127,0.7981308093538919,61.74876950196875,0.4189941378924793,0.8170746551965147,1.4458528260193226,2.719416084244072,6.947884474958904,28.050527792203734,6.812701700485347,14.273144220974132,1348611.8,0.3778188801254742,-0.0501021097586802,32172937.0,515635.8,-0.2715714840933581,0.4043033980859922,-0.7002279102757192,1.5158603900002232,1.5664028476263309e-06,7.080482855931346e-07,0,2.6575312356191616
2017-07-11,509.8795471191406,960330,-8.004527935051556,-1.499770724495264,56.15139313073811,-0.0966474365054566,-1.279061632677081,0.6185295945938307,1.0541229988047105,5.099109987919632,25.9410034308542,6.768482479163074,11.187102860539824,1305970.5,0.7353382025091685,0.0640749588772481,31212607.0,280928.5,0.7981308093538919,-0.2715714840933581,0.4043033980859922,0.5916792592965958,1.5617243286112734e-06,7.659388816059845e-07,1,2.6620001747993824
